curve_num,model,n,n_unique_time,dynamic_range,rss,aic,bic,params,Species,Temp,Medium,PopBio_units
151,gompertz,6,6,1394.0308191940476,154065.84446200478,66.92025529338572,66.29553370106989,"1158.99,0.0227087,305.676",Aerobic Psychotropic.,4,Raw Chicken Breast,CFU
152,quadratic,13,13,2512.0651641525837,3161343.128136399,167.22025631850977,168.91510439089438,"-70.0296,-0.327297,0.0152845",Aerobic Psychotropic.,7,Raw Chicken Breast,CFU
152,cubic,13,13,2512.0651641525837,2754450.7299617287,167.4291302651535,169.68892769499965,"151.438,-13.7284,0.129373,-0.000243736",Aerobic Psychotropic.,7,Raw Chicken Breast,CFU
152,logistic,13,13,2512.0651641525837,2327693.2304546833,163.24070632178115,164.93555439416576,"1237.98,0.0787056,220.12",Aerobic Psychotropic.,7,Raw Chicken Breast,CFU
152,gompertz,13,13,2512.0651641525837,2381423.56762588,163.53737541140333,165.23222348378795,"1233.94,0.0610618,210.939",Aerobic Psychotropic.,7,Raw Chicken Breast,CFU
153,quadratic,12,12,465.95571027818164,39166.412444897855,103.08801819984731,104.54273814921132,"-34.5696,0.11749,0.0118514",Aerobic Psychotropic.,10,Raw Chicken Breast,CFU
153,cubic,12,12,465.95571027818164,23089.74780991842,98.74684796543823,100.68647456459024,"198.89,-9.62748,0.119369,-0.000336587",Aerobic Psychotropic.,10,Raw Chicken Breast,CFU
153,logistic,12,12,465.95571027818164,20825.347849993468,95.50823424706346,96.96295419642746,"377.02,0.0653227,122.972",Aerobic Psychotropic.,10,Raw Chicken Breast,CFU
153,gompertz,12,12,465.95571027818164,21314.669502568348,95.78693008678854,97.24165003615255,"391.417,0.0425914,113.835",Aerobic Psychotropic.,10,Raw Chicken Breast,CFU
154,quadratic,10,10,1486.3809522527267,376043.8405097067,111.34875919681356,112.2565144757957,"72.2399,-10.8644,0.258975",Aerobic Psychotropic.,15,Raw Chicken Breast,CFU
154,cubic,10,10,1486.3809522527267,301095.4030655155,111.12597354223784,112.33631391421403,"448.632,-44.9265,1.00983,-0.00452564",Aerobic Psychotropic.,15,Raw Chicken Breast,CFU
154,logistic,10,10,1486.3809522527267,1719.3846180876674,57.471366326132646,58.37912160511478,"1493.28,0.249259,70.2163",Aerobic Psychotropic.,15,Raw Chicken Breast,CFU
154,gompertz,10,10,1486.3809522527267,4913.606021030114,67.9717828207236,68.87953809970575,"1488.84,0.20201,67.2163",Aerobic Psychotropic.,15,Raw Chicken Breast,CFU
155,quadratic,8,8,538.891622872397,46763.68487251702,75.38736539797875,75.62569002301827,"188.196,-23.1363,0.663282",Aerobic Psychotropic.,20,Raw Chicken Breast,CFU
155,cubic,8,8,538.891622872397,40815.15556931649,76.2989376781639,76.61670384488323,"697.639,-85.53,2.92427,-0.0248912",Aerobic Psychotropic.,20,Raw Chicken Breast,CFU
155,logistic,8,8,538.891622872397,1996.6224126840486,50.15816557267785,50.396490197717355,"542.008,0.905741,36.9149",Aerobic Psychotropic.,20,Raw Chicken Breast,CFU
155,gompertz,8,8,538.891622872397,2030.9365260790248,50.29448613492923,50.53281075996874,"540.647,0.779671,36.0181",Aerobic Psychotropic.,20,Raw Chicken Breast,CFU
156,quadratic,10,10,394.9383489899424,2552.520491184504,61.42251484900702,62.33027012798916,"-4.241,-0.173655,0.00155831",Aerobic Psychotropic.,2,Salted Chicken Breast,CFU
156,cubic,10,10,394.9383489899424,927.0913765450846,53.294670400386714,54.505010772362894,"48.852,-1.02337,0.00487821,-3.5658e-06",Aerobic Psychotropic.,2,Salted Chicken Breast,CFU
156,logistic,10,10,394.9383489899424,1471.008503259164,55.91118408188348,56.81893936086562,"428.222,0.013854,414.755",Aerobic Psychotropic.,2,Salted Chicken Breast,CFU
156,gompertz,10,10,394.9383489899424,521.0237065490912,45.53210449737747,46.439859776359604,"522.609,0.00684067,396.186",Aerobic Psychotropic.,2,Salted Chicken Breast,CFU
157,quadratic,6,6,495.7451687893523,32222.198692112703,57.53190855092002,56.907186958604186,"-369.882,2.26081,-0.00103859",Aerobic Psychotropic.,4,Salted Chicken Breast,CFU
157,cubic,6,6,495.7451687893523,5127.524197784407,48.50371243954518,47.6707503164574,"1014.36,-12.7546,0.0473785,-4.7692e-05",Aerobic Psychotropic.,4,Salted Chicken Breast,CFU
157,logistic,6,6,495.7451687893523,464.34460713744716,32.0932049708299,31.468483378514065,"489.598,0.0404903,327.39",Aerobic Psychotropic.,4,Salted Chicken Breast,CFU
157,gompertz,6,6,495.7451687893523,761.3747032108475,35.060196900730304,34.43547530841447,"489.461,0.0325381,311.268",Aerobic Psychotropic.,4,Salted Chicken Breast,CFU
158,quadratic,14,14,1024.5924687398365,94156.2357852307,129.39114808618413,131.3083200750299,"66.2231,-2.8576,0.0167586",Aerobic Psychotropic.,7,Salted Chicken Breast,CFU
158,cubic,14,14,1024.5924687398365,86217.70431518133,130.15802889408482,132.71425821254584,"21.2851,-0.842369,0.00130442,3.05608e-05",Aerobic Psychotropic.,7,Salted Chicken Breast,CFU
158,logistic,14,14,1024.5924687398365,79961.06426383524,127.10332876408785,129.02050075293363,"1110.63,0.0296767,272.454",Aerobic Psychotropic.,7,Salted Chicken Breast,CFU
158,gompertz,14,14,1024.5924687398365,76818.79504917828,126.54206201495542,128.45923400380119,"1566.68,0.01287,275.96",Aerobic Psychotropic.,7,Salted Chicken Breast,CFU
159,quadratic,12,12,679.0291449972682,96539.51820302027,113.91361282521453,115.36833277457853,"-45.1392,0.256216,0.0139267",Aerobic Psychotropic.,10,Salted Chicken Breast,CFU
159,cubic,12,12,679.0291449972682,61235.29726590199,110.45086886198374,112.39049546113574,"152.497,-9.19093,0.12089,-0.000329328",Aerobic Psychotropic.,10,Salted Chicken Breast,CFU
159,logistic,12,12,679.0291449972682,49454.77947129264,105.88688802236157,107.34160797172558,"520.937,0.0677337,128.332",Aerobic Psychotropic.,10,Salted Chicken Breast,CFU
159,gompertz,12,12,679.0291449972682,50767.304346731114,106.20121393617066,107.65593388553467,"534.724,0.045419,119.486",Aerobic Psychotropic.,10,Salted Chicken Breast,CFU
160,quadratic,9,9,342.81752743937255,486.9695838833869,41.91879378933869,42.51046752134735,"26.2586,-2.31806,0.0469815",Aerobic Psychotropic.,15,Salted Chicken Breast,CFU
160,cubic,9,9,342.81752743937255,287.03586204338285,39.16144326924968,39.95034157859456,"58.2878,-4.60776,0.0897169,-0.00022585",Aerobic Psychotropic.,15,Salted Chicken Breast,CFU
160,logistic,9,9,342.81752743937255,206.55525991225454,34.20009061571726,34.791764347725916,"401.378,0.0733029,87.3054",Aerobic Psychotropic.,15,Salted Chicken Breast,CFU
160,gompertz,9,9,342.81752743937255,43.47408215486649,20.174463335938135,20.766137067946794,"564.116,0.0310633,88.801",Aerobic Psychotropic.,15,Salted Chicken Breast,CFU
161,quadratic,6,6,267.1978123572505,6249.206820709236,47.69070214057369,47.065980548257855,"67.0732,-8.57468,0.234819",Aerobic Psychotropic.,20,Salted Chicken Breast,CFU
161,cubic,6,6,267.1978123572505,4115.635560744639,47.184734490275986,46.351772367188204,"1136.31,-100.733,2.747,-0.0217802",Aerobic Psychotropic.,20,Salted Chicken Breast,CFU
161,logistic,6,6,267.1978123572505,653.8929813207324,34.1471053902892,33.52238379797336,"272.787,0.475147,42.5028",Aerobic Psychotropic.,20,Salted Chicken Breast,CFU
161,gompertz,6,6,267.1978123572505,762.0619224586768,35.06561007735634,34.4408884850405,"271.571,0.387893,41.079",Aerobic Psychotropic.,20,Salted Chicken Breast,CFU
162,quadratic,9,9,2264.391688654413,152667.31133647222,93.64912637829954,94.2408001103082,"396.174,-5.31533,0.0136403",Aerobic Psychotropic.,2,Cooked Chicken Breast,CFU
162,cubic,9,9,2264.391688654413,7821.594834169027,68.90677260558164,69.69567091492651,"-88.174,2.31086,-0.0153153,3.01021e-05",Aerobic Psychotropic.,2,Cooked Chicken Breast,CFU
162,logistic,9,9,2264.391688654413,11316.466018454605,70.2311058284758,70.82277956048446,"4525.48,0.0133256,597.637",Aerobic Psychotropic.,2,Cooked Chicken Breast,CFU
162,gompertz,9,9,2264.391688654413,22693.76856102153,76.49358968145687,77.08526341346553,"6071,0.00575088,597.637",Aerobic Psychotropic.,2,Cooked Chicken Breast,CFU
163,quadratic,7,7,2582.5510668579045,895814.3526814108,88.31704828035988,88.15477872752582,"358.519,-6.03005,0.0193719",Aerobic Psychotropic.,4,Cooked Chicken Breast,CFU
163,cubic,7,7,2582.5510668579045,814123.2746266495,89.64769849245316,89.4313390886744,"1032.89,-16.0019,0.0569742,-4.02586e-05",Aerobic Psychotropic.,4,Cooked Chicken Breast,CFU
163,logistic,7,7,2582.5510668579045,21557.59686745692,62.228013850447795,62.06574429761373,"2538.21,0.246359,395.395",Aerobic Psychotropic.,4,Cooked Chicken Breast,CFU
163,gompertz,7,7,2582.5510668579045,21557.595514018823,62.228013410970846,62.065743858136784,"2538.21,0.261657,392.326",Aerobic Psychotropic.,4,Cooked Chicken Breast,CFU
164,quadratic,13,13,1354.0453678552474,316775.39278732997,137.31298575410145,139.00783382648606,"-13.0013,-1.67097,0.0175292",Aerobic Psychotropic.,7,Cooked Chicken Breast,CFU
164,cubic,13,13,1354.0453678552474,217904.02150571442,134.44918804752942,136.70898547737556,"146.889,-8.47969,0.0679865,-9.66147e-05",Aerobic Psychotropic.,7,Cooked Chicken Breast,CFU
164,logistic,13,13,1354.0453678552474,51416.13012890726,113.67585218636164,115.37070025874625,"1257.19,0.0463604,232.791",Aerobic Psychotropic.,7,Cooked Chicken Breast,CFU
164,gompertz,13,13,1354.0453678552474,43757.2299519677,111.57901609730702,113.27386416969163,"1292.04,0.0311591,219.697",Aerobic Psychotropic.,7,Cooked Chicken Breast,CFU
165,quadratic,12,12,1118.1569127041637,47180.350328490276,105.32191354207455,106.77663349143856,"16.1639,-2.47556,0.0379933",Aerobic Psychotropic.,10,Cooked Chicken Breast,CFU
165,cubic,12,12,1118.1569127041637,35379.18720729956,103.86766813324267,105.80729473239468,"127.767,-7.69651,0.0953701,-0.000171027",Aerobic Psychotropic.,10,Cooked Chicken Breast,CFU
165,logistic,12,12,1118.1569127041637,26518.137334070892,98.40813066927936,99.86285061864336,"1245.6,0.0393537,156.748",Aerobic Psychotropic.,10,Cooked Chicken Breast,CFU
165,gompertz,12,12,1118.1569127041637,22360.079407540394,96.36150994555027,97.81622989491427,"1485.13,0.0201143,148.266",Aerobic Psychotropic.,10,Cooked Chicken Breast,CFU
166,quadratic,9,9,1321.6181759433268,260010.39084567648,98.44127066988544,99.0329444018941,"95.2541,-9.55209,0.18344",Aerobic Psychotropic.,15,Cooked Chicken Breast,CFU
166,cubic,9,9,1321.6181759433268,176087.3309487186,96.93359694971477,97.72249525905964,"1055.47,-67.2874,1.14698,-0.00468006",Aerobic Psychotropic.,15,Cooked Chicken Breast,CFU
166,logistic,9,9,1321.6181759433268,2120.074462896811,55.157837223488414,55.74951095549707,"1328.91,0.209209,81.6821",Aerobic Psychotropic.,15,Cooked Chicken Breast,CFU
166,gompertz,9,9,1321.6181759433268,4365.130276711949,61.65760862620618,62.24928235821484,"1325.06,0.167841,78.119",Aerobic Psychotropic.,15,Cooked Chicken Breast,CFU
167,quadratic,9,9,466.34019969459496,31299.117613661052,79.38708546784028,79.97875919984894,"101.249,-13.0235,0.354535",Aerobic Psychotropic.,20,Cooked Chicken Breast,CFU
167,cubic,9,9,466.34019969459496,31059.7855744962,81.31800154177412,82.106899851119,"139.347,-18.1658,0.539172,-0.00190157",Aerobic Psychotropic.,20,Cooked Chicken Breast,CFU
167,logistic,9,9,466.34019969459496,2050.123660061215,54.85587733462216,55.447551066630815,"456.827,2.62219,42.5015",Aerobic Psychotropic.,20,Cooked Chicken Breast,CFU
167,gompertz,9,9,466.34019969459496,2050.1236856294195,54.85587744686604,55.4475511788747,"456.827,2.50996,42.1913",Aerobic Psychotropic.,20,Cooked Chicken Breast,CFU
168,quadratic,10,10,370.1513562914929,10066.199356285919,75.1435339906229,76.05128926960504,"18.2562,-0.488493,0.00220524",Aerobic Mesophilic.,2,Raw Chicken Breast,CFU
168,cubic,10,10,370.1513562914929,7716.3628979233235,74.48513311797477,75.69547348995096,"83.7413,-1.57957,0.00667414,-5.04136e-06",Aerobic Mesophilic.,2,Raw Chicken Breast,CFU
168,logistic,10,10,370.1513562914929,594.9748763610219,46.85934087056776,47.7670961495499,"384.158,0.0261842,392.241",Aerobic Mesophilic.,2,Raw Chicken Breast,CFU
168,gompertz,10,10,370.1513562914929,1812.447532015822,57.99848345462448,58.906238733606614,"414.865,0.014145,369.948",Aerobic Mesophilic.,2,Raw Chicken Breast,CFU
169,quadratic,14,14,2870.2627103975688,3318444.252693669,179.26329024010354,181.18046222894932,"-31.7156,-1.98663,0.0267566",Aerobic Mesophilic.,7,Raw Chicken Breast,CFU
169,cubic,14,14,2870.2627103975688,2867196.6890316936,179.21703224321809,181.7732615616791,"206.661,-16.1587,0.147657,-0.000259263",Aerobic Mesophilic.,7,Raw Chicken Breast,CFU
169,logistic,14,14,2870.2627103975688,1950660.1529019668,171.8246951701575,173.74186715900328,"1810.46,0.0862074,226.076",Aerobic Mesophilic.,7,Raw Chicken Breast,CFU
169,gompertz,14,14,2870.2627103975688,2058715.853832999,172.579499027868,174.49667101671378,"1790.58,0.0776062,219.598",Aerobic Mesophilic.,7,Raw Chicken Breast,CFU
170,quadratic,7,7,473.3608030021211,42367.76069608654,66.95762989401669,66.79536034118263,"-82.6026,0.485075,0.00121739",Aerobic Mesophilic.,4,Raw Chicken Breast,CFU
170,cubic,7,7,473.3608030021211,13448.102696769194,60.924782138109386,60.70842273433064,"334.924,-6.16196,0.0284286,-3.1723e-05",Aerobic Mesophilic.,4,Raw Chicken Breast,CFU
170,logistic,7,7,473.3608030021211,6373.646204234006,53.69811786809689,53.535848315262825,"421.821,0.0392912,323.756",Aerobic Mesophilic.,4,Raw Chicken Breast,CFU
170,gompertz,7,7,473.3608030021211,7141.126954553878,54.49401011416959,54.33174056133553,"421.42,0.0288086,304.076",Aerobic Mesophilic.,4,Raw Chicken Breast,CFU
171,quadratic,10,10,818.2247785854327,22095.272902246135,83.00533875806858,83.91309403705071,"66.4234,-4.24413,0.0532013",Aerobic Mesophilic.,10,Raw Chicken Breast,CFU
171,cubic,10,10,818.2247785854327,18321.40187980397,83.1324006412979,84.3427410132741,"217.266,-11.4006,0.142116,-0.000314395",Aerobic Mesophilic.,10,Raw Chicken Breast,CFU
171,logistic,10,10,818.2247785854327,16843.65536937251,80.2914423593672,81.19919763834933,"747.294,0.0855596,115.917",Aerobic Mesophilic.,10,Raw Chicken Breast,CFU
171,gompertz,10,10,818.2247785854327,12845.620778708204,77.58173143814092,78.48948671712306,"857.139,0.0402267,112.619",Aerobic Mesophilic.,10,Raw Chicken Breast,CFU
172,quadratic,9,9,1363.233186208626,109991.04947501645,90.69836726146924,91.2900409934779,"-75.097,-2.5982,0.171806",Aerobic Mesophilic.,15,Raw Chicken Breast,CFU
172,cubic,9,9,1363.233186208626,57645.69276428443,86.8836160882471,87.67251439759197,"857.484,-63.6554,1.30727,-0.00621722",Aerobic Mesophilic.,15,Raw Chicken Breast,CFU
172,logistic,9,9,1363.233186208626,62091.42835372939,85.5522478619499,86.14392159395855,"1363.62,0.106516,69.5687",Aerobic Mesophilic.,15,Raw Chicken Breast,CFU
172,gompertz,9,9,1363.233186208626,41972.533752683434,82.02791532962279,82.61958906163144,"1441.92,0.0670462,64.3739",Aerobic Mesophilic.,15,Raw Chicken Breast,CFU
173,quadratic,8,8,455.7491008438239,12229.518068210089,64.65733024414803,64.89565486918754,"99.0912,-14.5553,0.487353",Aerobic Mesophilic.,20,Raw Chicken Breast,CFU
173,cubic,8,8,455.7491008438239,8480.444709698048,63.728613023299545,64.04637919001888,"438.837,-58.2573,2.13265,-0.0186919",Aerobic Mesophilic.,20,Raw Chicken Breast,CFU
173,logistic,8,8,455.7491008438239,789.2955467081183,42.733594343527706,42.97191896856721,"474.999,0.338369,36.2078",Aerobic Mesophilic.,20,Raw Chicken Breast,CFU
173,gompertz,8,8,455.7491008438239,2621.702675146905,52.33710176006085,52.57542638510036,"520.324,0.178503,34.5744",Aerobic Mesophilic.,20,Raw Chicken Breast,CFU
174,quadratic,10,10,396.4780814375644,17621.892312688695,80.74312196455422,81.65087724353636,"17.3436,-0.51091,0.00232844",Aerobic Mesophilic.,2,Salted Chicken Breast,CFU
174,cubic,10,10,396.4780814375644,13007.04429709641,79.70661265699047,80.91695302896666,"108.51,-2.01233,0.00840057,-6.76069e-06",Aerobic Mesophilic.,2,Salted Chicken Breast,CFU
174,logistic,10,10,396.4780814375644,51.695042366841115,22.427767915982187,23.335523194964324,"400.569,0.0335291,387.312",Aerobic Mesophilic.,2,Salted Chicken Breast,CFU
174,gompertz,10,10,396.4780814375644,695.3683792524492,48.418566542379104,49.32632182136124,"415.976,0.0201714,368.657",Aerobic Mesophilic.,2,Salted Chicken Breast,CFU
175,quadratic,7,7,903.7992474058144,129786.9862351095,74.79417768328213,74.63190813044807,"-109.415,0.265639,0.00397254",Aerobic Mesophilic.,4,Salted Chicken Breast,CFU
175,cubic,7,7,903.7992474058144,49199.3769799756,70.00408263235398,69.78772322857523,"585.006,-10.6643,0.0481697,-5.08771e-05",Aerobic Mesophilic.,4,Salted Chicken Breast,CFU
175,logistic,7,7,903.7992474058144,88.444587124744,23.755262508697115,23.592992955863053,"907.245,0.041741,329.494",Aerobic Mesophilic.,4,Salted Chicken Breast,CFU
175,gompertz,7,7,903.7992474058144,416.19669060662903,34.59673469396026,34.434465141126196,"915.298,0.0286207,311.278",Aerobic Mesophilic.,4,Salted Chicken Breast,CFU
176,quadratic,13,13,2088.643864623484,293230.15818728745,136.30892868499473,138.00377675737934,"242.215,-8.39426,0.0431158",Aerobic Mesophilic.,7,Salted Chicken Breast,CFU
176,cubic,13,13,2088.643864623484,115638.82713983381,126.21261005160859,128.47240748145475,"-25.5673,2.57253,-0.0422937,0.000174806",Aerobic Mesophilic.,7,Salted Chicken Breast,CFU
176,logistic,13,13,2088.643864623484,96816.09668319784,121.90304947036883,123.59789754275344,"2493.66,0.0356213,276.217",Aerobic Mesophilic.,7,Salted Chicken Breast,CFU
176,gompertz,13,13,2088.643864623484,88588.72955143393,120.74853734596867,122.44338541835329,"3721.51,0.0148912,282.868",Aerobic Mesophilic.,7,Salted Chicken Breast,CFU
177,quadratic,12,12,427.5511967620706,63463.90885297867,108.87984010790905,110.33456005727305,"-140.828,3.22526,-0.00247476",Aerobic Mesophilic.,10,Salted Chicken Breast,CFU
177,cubic,12,12,427.5511967620706,8760.353181938042,87.1170182108305,89.0566448099825,"293.248,-14.724,0.193991,-0.000610541",Aerobic Mesophilic.,10,Salted Chicken Breast,CFU
177,logistic,12,12,427.5511967620706,19523.991202625126,94.73391187951299,96.18863182887699,"370.974,0.0932221,109.144",Aerobic Mesophilic.,10,Salted Chicken Breast,CFU
177,gompertz,12,12,427.5511967620706,22339.117843776272,96.35025521172614,97.80497516109014,"372.039,0.0647084,102.218",Aerobic Mesophilic.,10,Salted Chicken Breast,CFU
178,quadratic,8,8,532.5898681498361,1083.814381521386,45.27040312718833,45.50872775222784,"131.495,-7.97297,0.115348",Aerobic Mesophilic.,15,Salted Chicken Breast,CFU
178,cubic,8,8,532.5898681498361,463.95509285882775,40.482769785846735,40.80053595256608,"23.1735,-1.0729,-0.0106342,0.000680234",Aerobic Mesophilic.,15,Salted Chicken Breast,CFU
178,logistic,8,8,532.5898681498361,931.8419805596102,44.06177367899966,44.30009830403917,"827.538,0.0726277,94.255",Aerobic Mesophilic.,15,Salted Chicken Breast,CFU
178,gompertz,8,8,532.5898681498361,857.2813564041732,43.39459701514829,43.6329216401878,"1437.84,0.0271561,102.44",Aerobic Mesophilic.,15,Salted Chicken Breast,CFU
179,quadratic,8,8,423.9236733143055,6713.504317806327,59.859478439884164,60.09780306492367,"57.1745,-12.5157,0.422553",Aerobic Mesophilic.,20,Salted Chicken Breast,CFU
179,cubic,8,8,423.9236733143055,2418.0219587878664,53.69010856670582,54.00787473342516,"-5.63091,3.92317,-0.409935,0.0111396",Aerobic Mesophilic.,20,Salted Chicken Breast,CFU
179,logistic,8,8,423.9236733143055,380.763433337676,36.901893845821064,37.14021847086057,"484.144,0.289179,40.2854",Aerobic Mesophilic.,20,Salted Chicken Breast,CFU
179,gompertz,8,8,423.9236733143055,1026.6776145600368,44.83713367276258,45.075458297802086,"621.163,0.135147,39.8939",Aerobic Mesophilic.,20,Salted Chicken Breast,CFU
180,quadratic,9,9,770.3165594715854,149452.19225895673,93.4575653320238,94.04923906403246,"-1.28084,-0.622283,0.00352398",Aerobic Mesophilic.,2,Cooked Chicken Breast,CFU
180,cubic,9,9,770.3165594715854,120879.98284053928,93.54795989890297,94.33685820824785,"221.069,-4.39401,0.0190672,-1.75839e-05",Aerobic Mesophilic.,2,Cooked Chicken Breast,CFU
180,logistic,9,9,770.3165594715854,25275.77013257675,77.46339242597884,78.0550661579875,"667.335,0.294259,384.43",Aerobic Mesophilic.,2,Cooked Chicken Breast,CFU
180,gompertz,9,9,770.3165594715854,25275.77039658047,77.46339251998322,78.05506625199187,"667.335,0.274848,382.29",Aerobic Mesophilic.,2,Cooked Chicken Breast,CFU
181,quadratic,6,6,11798.389621144628,56164001.09032962,102.31216254241158,101.68744095009575,"-3834.56,18.5137,0.00776459",Aerobic Mesophilic.,4,Cooked Chicken Breast,CFU
181,cubic,6,6,11798.389621144628,30968713.314453706,100.74037121400144,99.90740909091366,"37775.4,-457.175,1.62288,-0.00167403",Aerobic Mesophilic.,4,Cooked Chicken Breast,CFU
181,logistic,6,6,11798.389621144628,27578248.97084689,98.04467081996407,97.41994922764823,"8087.29,0.397018,361.871",Aerobic Mesophilic.,4,Cooked Chicken Breast,CFU
181,gompertz,6,6,11798.389621144628,31791553.942251533,98.89771046366606,98.27298887135022,"8087.08,0.806613,387.12",Aerobic Mesophilic.,4,Cooked Chicken Breast,CFU
182,quadratic,11,11,8258.173066361318,22845532.500417523,166.0100795610438,167.20376537943892,"655.728,-24.3379,0.140346",Aerobic Mesophilic.,7,Cooked Chicken Breast,CFU
182,cubic,11,11,8258.173066361318,22127946.437651426,167.65902303468127,169.25060412587476,"1677.27,-56.0065,0.362881,-0.000431584",Aerobic Mesophilic.,7,Cooked Chicken Breast,CFU
182,logistic,11,11,8258.173066361318,6667926.67438616,152.46416678686364,153.65785260525877,"6395.43,1.18124,244.031",Aerobic Mesophilic.,7,Cooked Chicken Breast,CFU
182,gompertz,11,11,8258.173066361318,6667926.71694297,152.4641668570691,153.65785267546423,"6395.43,0.900066,243.532",Aerobic Mesophilic.,7,Cooked Chicken Breast,CFU
183,quadratic,11,11,3565.3678241919883,4594975.157366251,148.3683649796079,149.562050798003,"-292.937,2.13036,0.071904",Aerobic Mesophilic.,10,Cooked Chicken Breast,CFU
183,cubic,11,11,3565.3678241919883,2636950.336990237,144.2596219513351,145.8512030425286,"1037.48,-71.9798,0.983142,-0.00300223",Aerobic Mesophilic.,10,Cooked Chicken Breast,CFU
183,logistic,11,11,3565.3678241919883,1987163.8972605802,139.14756103126797,140.3412468496631,"2483.78,0.198286,118.859",Aerobic Mesophilic.,10,Cooked Chicken Breast,CFU
183,gompertz,11,11,3565.3678241919883,1997790.583755903,139.20622861660425,140.39991443499937,"2488.1,0.126325,115.676",Aerobic Mesophilic.,10,Cooked Chicken Breast,CFU
184,quadratic,9,9,3916.1971916150706,217510.90837288025,96.83501733919991,97.42669107120857,"514.706,-42.3969,0.719186",Aerobic Mesophilic.,15,Cooked Chicken Breast,CFU
184,cubic,9,9,3916.1971916150706,216421.44934221954,98.78982526396643,99.57872357331131,"456.386,-37.7732,0.624487,0.000543029",Aerobic Mesophilic.,15,Cooked Chicken Breast,CFU
184,logistic,9,9,3916.1971916150706,1333.8635119861297,50.987492961466664,51.57916669347532,"4206.74,0.11174,81.6418",Aerobic Mesophilic.,15,Cooked Chicken Breast,CFU
184,gompertz,9,9,3916.1971916150706,10420.149411611235,69.48844869115104,70.0801224231597,"5075.46,0.0529168,79.2938",Aerobic Mesophilic.,15,Cooked Chicken Breast,CFU
185,quadratic,10,10,1456.134141795412,113286.58003678119,99.35090900729432,100.25866428627646,"194.588,-36.6367,1.27795",Aerobic Mesophilic.,20,Cooked Chicken Breast,CFU
185,cubic,10,10,1456.134141795412,110747.04170067135,101.12418883050225,102.33452920247844,"137.61,-25.6631,0.771868,0.00636849",Aerobic Mesophilic.,20,Cooked Chicken Breast,CFU
185,logistic,10,10,1456.134141795412,74.27097368880031,26.05135118723753,26.959106466219666,"1494.98,0.326953,38.7058",Aerobic Mesophilic.,20,Cooked Chicken Breast,CFU
185,gompertz,10,10,1456.134141795412,6055.07923730789,70.06067649168116,70.9684317706633,"1626.96,0.183711,37.1259",Aerobic Mesophilic.,20,Cooked Chicken Breast,CFU
186,quadratic,7,7,16877.039392171493,3761489.1230468685,98.36090731888874,98.19863776605467,"195.42,-835.555,585.71",Spoilage,8,Vacuum Beef Striploins,N
186,cubic,7,7,16877.039392171493,3482245.182430356,99.82094363420578,99.60458423042702,"-23.2414,-111.483,261.661,35.8685",Spoilage,8,Vacuum Beef Striploins,N
186,logistic,7,7,16877.039392171493,4764760.031627857,100.0159330888627,99.85366353602863,"33242.7,0.780339,6.01044",Spoilage,8,Vacuum Beef Striploins,N
186,gompertz,7,7,16877.039392171493,4767378.748945851,100.01977923968134,99.85750968684728,"44103.6,0.33592,6.01044",Spoilage,8,Vacuum Beef Striploins,N
187,quadratic,6,6,514.7892723216077,3583.1958702049187,44.35350547872319,43.728783886407356,"97.215,-81.3713,25.3422",Escherichia coli,8,Vacuum Beef Striploins,N
187,cubic,6,6,514.7892723216077,2176.7325157531254,43.36292429706178,42.529962173974,"-18.1765,64.1935,-22.8257,4.57753",Escherichia coli,8,Vacuum Beef Striploins,N
187,logistic,6,6,514.7892723216077,3554.5338291221515,44.30531840017343,43.68059680785759,"1058.26,0.813489,6.01745",Escherichia coli,8,Vacuum Beef Striploins,N
187,gompertz,6,6,514.7892723216077,6291.0389447551015,47.7307322452417,47.10601065292586,"1403.49,0.352691,6.01745",Escherichia coli,8,Vacuum Beef Striploins,N
188,quadratic,7,7,85.9740238244398,526.9559139822467,36.248447189129095,36.08617763629504,"62.9375,-27.499,5.91586",Salmonella Typhimurium,8,Vacuum Beef Striploins,N
188,cubic,7,7,85.9740238244398,24.150591275358746,16.66879099936683,16.452431595588084,"53.4547,3.32803,-7.8398,1.52002",Salmonella Typhimurium,8,Vacuum Beef Striploins,N
188,logistic,7,7,85.9740238244398,3145.4862550137777,48.75469534150544,48.59242578867138,"178.57,0.27354,6.01652",Salmonella Typhimurium,8,Vacuum Beef Striploins,N
188,gompertz,7,7,85.9740238244398,3309.3890229351614,49.110261019433196,48.947991466599134,"232.667,0.117151,6.01652",Salmonella Typhimurium,8,Vacuum Beef Striploins,N
189,quadratic,6,6,13521.362097869956,1235651.8158741866,79.41209823431394,78.78737664199811,"-38.0327,402.879,481.231",Spoilage,10,Vacuum Beef Striploins,N
189,cubic,6,6,13521.362097869956,781767.1577481051,78.66531652233272,77.83235439924493,"215.696,-747.903,1108.76,-83.4086",Spoilage,10,Vacuum Beef Striploins,N
189,logistic,6,6,13521.362097869956,378665.2706667584,72.31589060244478,71.69116901012895,"16613.5,1.13337,3.63948",Spoilage,10,Vacuum Beef Striploins,N
189,gompertz,6,6,13521.362097869956,619967.5604680814,75.27397778759226,74.64925619527642,"25205.1,0.453908,3.8937",Spoilage,10,Vacuum Beef Striploins,N
190,quadratic,6,6,2738.8997170506486,254530.16475248683,69.93249098562666,69.30776939331082,"-69.8852,263.996,61.9711",Escherichia coli,10,Vacuum Beef Striploins,N
